APEX.IG.HELP.FILTER_TITLE,Довідка про умови відбору,Y
APEX.IG.HELP.FLASHBACK,"<p>Скористайтесь цім діалогом для того, щоби переглянути дані станом на деякий час у минулому.</p> <p>Вкажіть кількість хвилин до потрібного часу в минулому для запуску ретроспективного запиту.</p>",Y
APEX.IG.HELP.FLASHBACK_TITLE,Довідка про ретроспективні запити,Y
APEX.IG.HELP.GROUP_BY_TITLE,Довідка про агрегування,Y
APEX.IG.HELP.HIGHLIGHT,"<p>Скористайтесь цім діалогом для того, щоби підсвічувати рядки або стовпці за виконанням вказаної умови.</p> <p><strong> Перелік підсвічувань</strong><br> Перелік підсвічувань містить усі створені підсвічування. Зняття прапорця з підсвічування призводить до його вимкнення.<br> Натисніть Додати ( &plus; ) для створення нового підсвічування або Видалити ( &minus; ) для вилучення наявного.</p> <p><strong> Налаштування підсвічування</strong><br> Форма праворуч використається для визначення підсвічування.<br> Вкажіть назву, виберіть що саме потрібно підсвічувати - рядок або певний стовпець - та вкажіть HTML код кольору для фону та тексту.<br> Вкажіть потрібний <strong>Тип умови</strong> у разі виконанні якої застосовувати підсвічування:<br> &nbsp;&nbsp;&nbsp;Рядок - присутність вказаного значення в будь-якому з доступних стовпців.<br> &nbsp;&nbsp;&nbsp;Стовпець - присутність вказаного значення у вказаному стовпцю використовуючи вказаний оператор.</p>",Y
APEX.IG.HELP.HIGHLIGHT_TITLE,Довідка про підсвічування,Y
APEX.IG.HELP.REPORT,"<p>Скористайтесь цім діалогом для того, щоби зберегти внесені до вигляду Інтерактивної Таблиці зміни.<br> Розробник звіту може створити декілька альтернативних виглядів звіту. У разі якщо це дозволено розробником, користувач може зберегти звіт як Спільний, що робіть його доступним для спільного з іншими користувачами використання. Також користувач може зберегти звіт як Особистий, що робіть його не доступним для перегляду іншими користувачами.</p> <p>Виберіть потрібний тип та вкажіть назву для звіту, що буде збережено.</p>",Y
APEX.IG.HELP.REPORT_TITLE,Довідка про звіт,Y
APEX.IG.HELP.SORT,"<p>Скористайтесь цім діалогом для того, щоби відсортувати дані.</p> <p><strong> Перелік сортувань</strong><br> Перелік сортувань містить усі створені сортування.<br> Натисніть Додати ( &plus; ) для створення нового сортування або Видалити ( &minus; ) для вилучення наявного.<br>Для того щоби змінити послідовність сортування натисніть Вгору ( &uarr; ) або Вниз ( &darr; ).</p> <p><strong> Налаштування сортувань</strong><br> Виберіть стовпець за яким потрібно сортувати, напрямок сортування та виберіть як сортувати пусті значення.</p> <p><em>Примітка: Дані можуть бути відсортовані за стовпцями, які не відображаються. Водночас не кожний стовпець може брати участь у сортуванні.</em><br> <em>Додавати сортування можна натискаючи на іконки Стрілка вгору (для сортування за зростанням) або Стрілка вниз (для сортування за спаданням) з краю заголовка стовпця. Для того, щоби додати ще один стовпець до інших утримуйте клавішу Shift та натисніть на іконки Стрілка вгору або Стрілка вниз.</em></p>",Y
APEX.IG.HELP.SORT_TITLE,Довідка про сортування,Y
APEX.IG.HELP.SUBSCRIPTION_TITLE,Довідка про підписку,Y
APEX.IG.HIDE,Приховати,Y
APEX.IG.HIGHLIGHT,Підсвічування,Y
APEX.IG.HIGH_COLUMN,Високий,Y
APEX.IG.HORIZONTAL,Горизонтально,Y
APEX.IG.HOURS,годин,Y
APEX.IG.ICON,Значки,Y
APEX.IG.ICON_VIEW,Перегляд значків,Y
APEX.IG.IN,входить до переліку значень,Y
APEX.IG.INACTIVE_SETTING,Неактивне налаштування,Y
APEX.IG.INACTIVE_SETTINGS,Неактивні налаштування,Y
APEX.IG.INTERNAL_ERROR,Сталася внутрішня помилка під час обробці запиту Інтерактивної Таблиці.,Y
APEX.IG.INVALID_COLUMN_FILTER_TYPE,"Умова відбору типу ""%0"" неприйнятна для стовпця ""%1"".",Y
APEX.IG.INVALID_DATE_FORMAT,Неприйнятний формат дати,Y
APEX.IG.INVALID_FILTER_COLUMN,Інтерактивна Таблиця не підтримує визначення умов відбору для стовпця %0.,Y
APEX.IG.INVALID_FILTER_OPERATOR,%0 не є прийнятним типом для визначення умови відбору Інтерактивної Таблиці.,Y
APEX.IG.INVALID_NUMBER_FORMAT,Неприйнятний формат числа,Y
APEX.IG.INVALID_SETTING,Неприйнятне налаштування,Y
APEX.IG.INVALID_SETTINGS,Неприйнятні налаштування,Y
APEX.IG.INVALID_SORT_BY,"Властивість Сортувати за встановлено в %0, але жодного стовпця не було вибрано для %0.",Y
APEX.IG.INVALID_VALUE,Неприйнятне значення,Y
APEX.IG.INVISIBLE,Приховані,Y
APEX.IG.IN_THE_LAST,за минулі,Y
APEX.IG.IN_THE_NEXT,за наступні,Y
APEX.IG.IS_NOT_NULL,не пустий,Y
APEX.IG.IS_NULL,пустий,Y
APEX.IG.LABEL,Назва,Y
APEX.IG.LABEL_COLUMN,Назва,Y
APEX.IG.LAST,Пусті наприкінці,Y
APEX.IG.LAST.DAY,За минулий день,Y
APEX.IG.LAST.HOUR,За минулу годину,Y
APEX.IG.LAST.MINUTE,За минулу хвилину,Y
APEX.IG.LAST.MONTH,За минулий місяць,Y
APEX.IG.LAST.WEEK,За минулий тиждень,Y
APEX.IG.LAST.X_DAYS,За минулі %0 дн(-і/-ів),Y
APEX.IG.LAST.X_HOURS,За минулі %0 годин(-и),Y
APEX.IG.LAST.X_MINUTES,За минулі %0 хвилин(-и),Y
APEX.IG.LAST.X_MONTHS,За минулі %0 місяц(-і/-ів),Y
APEX.IG.LAST.X_WEEKS,За минулі %0 тижн(-і/-ів),Y
APEX.IG.LAST.X_YEARS,За минулі %0 рок(-и/-ів),Y
APEX.IG.LAST.YEAR,За минулий рік,Y
APEX.IG.LAYOUT_ALIGN,Вирівнювання клітинки,Y
APEX.IG.LAYOUT_USEGROUPFOR,Використати групу,Y
APEX.IG.LESS_THAN,менше ніж,Y
APEX.IG.LESS_THAN_OR_EQUALS,менше ніж або дорівнює,Y
APEX.IG.LINE,Лінійчата,Y
APEX.IG.LINE_WITH_AREA,Лінійчата з областю,Y
APEX.IG.LISTAGG,Listagg,Y
APEX.IG.LOW_COLUMN,Низький,Y
APEX.IG.MAILADDRESSES_COMMASEP,Адреса або декілька через кому,Y
APEX.IG.MATCHES_REGULAR_EXPRESSION,відповідає регулярному виразу,Y
APEX.IG.MAX,Максимум,Y
APEX.IG.MAX_OVERALL,Загальний максимум,Y
APEX.IG.MEDIAN,Медіана,Y
APEX.IG.MEDIAN_OVERALL,Загальна медіана,Y
APEX.IG.MIN,Мінімум,Y
APEX.IG.MINUTES,хвилин,Y
APEX.IG.MINUTES_AGO,Хвилин тому,Y
APEX.IG.MIN_OVERALL,Загальний мінімум,Y
APEX.IG.MONTHS,місяців,Y
APEX.IG.MORE_DATA_FOUND,"Дані містять понад %0 рядків, що перевищує максимальну дозволену кількість. Будь ласка, для того, щоби отримати результат, застосуйте додаткові умови відбору.",Y
APEX.IG.MULTIIG_PAGE_REGION_STATIC_ID_REQUIRED,"Оскільки сторінка містить кілька Інтерактивних Таблиць, для регіону має бути вказаний Static ID.",Y
APEX.IG.NAME,Назва,Y
APEX.IG.NAMED_REPORT,Названий звіт,Y
APEX.IG.NEXT.DAY,За наступний день,Y
APEX.IG.NEXT.HOUR,За наступну годину,Y
APEX.IG.NEXT.MINUTE,За наступну хвилину,Y
APEX.IG.NEXT.MONTH,Наступний місяць,Y
APEX.IG.NEXT.WEEK,За наступний тиждень,Y
APEX.IG.NEXT.X_DAYS,За наступні %0 дн(-і/-ів),Y
APEX.IG.NEXT.X_HOURS,За наступні %0 годин(-и),Y
APEX.IG.NEXT.X_MINUTES,За наступні %0 хвилин(-и),Y
APEX.IG.NEXT.X_MONTHS,За наступні %0 місяц(-і/-ів),Y
APEX.IG.NEXT.X_WEEKS,За наступні %0 тижн(-і/-ів),Y
APEX.IG.NEXT.X_YEARS,За наступні %0 рок(-и/-ів),Y
APEX.IG.NEXT.YEAR,За наступний рік,Y
APEX.IG.NOT_BETWEEN,не між,Y
APEX.IG.NOT_EQUALS,не дорівнює,Y
APEX.IG.NOT_EXIST,Регіон з ідентифікатором %0 або не є Інтерактивною Таблицею або не належить до застосунку %1.,Y
APEX.IG.NOT_IN,не входить до переліку значень,Y
APEX.IG.NOT_IN_THE_LAST,не за минулі,Y
APEX.IG.NOT_IN_THE_NEXT,не за наступні,Y
APEX.IG.NO_DATA_FOUND,Даних не знайдено,Y
APEX.IG.NULLS,Пусти значення,Y
APEX.IG.NUMBER,Число,Y
APEX.IG.OFF,Вимк.,Y
APEX.IG.ON,Увімк.,Y
APEX.IG.ONE_MINUTE_AGO,хвилину тому,Y
APEX.IG.OPEN_COLORPICKER,Розгорнути палітру вибору кольору: %0,Y
APEX.IG.OPEN_COLUMN,Початковий,Y
APEX.IG.OPERATOR,Оператор,Y
APEX.IG.ORIENTATION,Напрямок виводу,Y
APEX.IG.PIE,Кругова,Y
APEX.IG.PIVOT,Зведена таблиця,Y
APEX.IG.PIVOT_VIEW,Перегляд зведеної таблиці,Y
APEX.IG.PLACEHOLDER_INVALUES,"Роздільник окремих значень ""%0""",Y
APEX.IG.POLAR,Полярна,Y
APEX.IG.POSITION_CENTER,Центр,Y
APEX.IG.POSITION_END,Кінець,Y
APEX.IG.POSITION_START,Початок,Y
APEX.IG.PRIMARY,Основний,Y
APEX.IG.PRIMARY_DEFAULT,Основний за замовчуванням,Y
APEX.IG.PRIMARY_REPORT,Основний звіт,Y
APEX.IG.PRINT_ACCESSIBLE.PROMPT,Додавати позначки спеціальних можливостей,Y
APEX.IG.PRINT_ORIENTATION.LOV.HORIZONTAL.D,Альбомна,Y
APEX.IG.PRINT_ORIENTATION.LOV.VERTICAL.D,Портретна,Y
APEX.IG.PRINT_ORIENTATION.PROMPT,Напрямок виводу сторінки,Y
APEX.IG.PRINT_PAGE_SIZE.LOV.A3.D,A3,Y
APEX.IG.PRINT_PAGE_SIZE.LOV.A4.D,A4,Y
APEX.IG.PRINT_PAGE_SIZE.LOV.CUSTOM.D,Custom,Y
APEX.IG.PRINT_PAGE_SIZE.LOV.LEGAL.D,Legal,Y
APEX.IG.PRINT_PAGE_SIZE.LOV.LETTER.D,Letter,Y
APEX.IG.PRINT_PAGE_SIZE.LOV.TABLOID.D,Tabloid,Y
APEX.IG.PRINT_PAGE_SIZE.PROMPT,Розмір сторінки,Y
APEX.IG.PRINT_STRIP_RICH_TEXT.PROMPT,Прибрати форматування тексту,Y
APEX.IG.RADAR,Пелюсткова,Y
APEX.IG.RANGE,Водоспад,Y
APEX.IG.REFRESH,Оновити,Y
APEX.IG.REFRESH_ROW,Оновити рядок,Y
APEX.IG.REFRESH_ROWS,Оновити рядки,Y
APEX.IG.REGION_NOT_EXIST,На сторінці %1 застосунку %0 немає Інтерактивної Таблиці з ідентифікатором %2.,Y
APEX.IG.REMOVE_CONTROL,Видалити %0,Y
APEX.IG.REPORT,Звіт,Y
APEX.IG.REPORT.DELETED,Звіт видалено,Y
APEX.IG.REPORT.SAVED.ALTERNATIVE,Альтернативний звіт збережено для всіх користувачів,Y
APEX.IG.REPORT.SAVED.DEFAULT,Основний звіт збережено для всіх користувачів,Y
APEX.IG.REPORT.SAVED.PRIVATE,Особистий звіт збережено,Y
APEX.IG.REPORT.SAVED.PUBLIC,Спільний звіт збережено для всіх користувачів,Y
APEX.IG.REPORT_ALIAS_DOES_NOT_EXIST,Немає збереженої Інтерактивної Таблиці з назвою %0.,Y
APEX.IG.REPORT_DATA_AS_OF.X.MINUTES_AGO,Дані звіту станом на %0 хвилин(-и) тому,Y
APEX.IG.REPORT_DATA_AS_OF_ONE_MINUTE_AGO,Дані звіту станом на 1 хвилину тому,Y
APEX.IG.REPORT_DOES_NOT_EXIST,Немає звіту Інтерактивної Таблиці.,Y
APEX.IG.REPORT_EDIT,Звіт - редагувати,Y
APEX.IG.REPORT_ID_DOES_NOT_EXIST,Немає збереженої Інтерактивної Таблиці з ідентифікатором %0.,Y
APEX.IG.REPORT_SAVE_AS,Звіт - зберегти як,Y
APEX.IG.REPORT_SETTINGS,Налаштування звіту,Y
APEX.IG.REPORT_STATIC_ID_DOES_NOT_EXIST,Немає збереженої Інтерактивної Таблиці з ідентифікатором %0.,Y
APEX.IG.REPORT_VIEW,Відображати таблицею,Y
APEX.IG.RESET,Відновити,Y
APEX.IG.REVERT_CHANGES,Скасувати зміни,Y
APEX.IG.REVERT_ROWS,Скасувати рядки,Y
APEX.IG.ROW,Рядок,Y
APEX.IG.ROWS_PER_PAGE,Рядків на сторінку,Y
APEX.IG.ROW_ACTIONS,Дії з рядком,Y
APEX.IG.ROW_ACTIONS_FOR,Дії з рядком %0,Y
APEX.IG.SAVE,Зберегти,Y
APEX.IG.SAVED,збережено,Y
APEX.IG.SAVED_REPORT,Збережений звіт: %0,Y
APEX.IG.SAVED_REPORTS,Збережені звіти,Y
APEX.IG.SAVED_REPORT_DEFAULT,За замовчуванням,Y
APEX.IG.SAVED_REPORT_EXISTS,Інтерактивна Таблиця з назвою %0 вже існує. Введіть іншу назву.,Y
APEX.IG.SAVED_REPORT_PRIVATE,Особистий,Y
APEX.IG.SAVED_REPORT_PUBLIC,Спільний,Y
APEX.IG.SAVE_AS,Зберегти як,Y
APEX.IG.SAVE_REPORT_SETTINGS,Зберегти налаштування звіту,Y
APEX.IG.SCATTER,Точкова,Y
APEX.IG.SEARCH,Пошук,Y
APEX.IG.SEARCH.ALL_COLUMNS,Пошук: усі текстові стовпці,Y
APEX.IG.SEARCH.COLUMN,Пошук: %0,Y
APEX.IG.SEARCH.ORACLE_TEXT,Пошук: повнотекстовий,Y
APEX.IG.SEARCH_FOR.X,Шукати %0,Y
APEX.IG.SELECT,"	- Виберіть -",Y
APEX.IG.SELECTION,Виділення,Y
APEX.IG.SELECT_1_ROW_IN_MASTER,Виберіть 1 рядок у майстер-регіоні,Y
APEX.IG.SELECT_COLUMNS_TO_SEARCH,Виберіть стовпці для пошуку,Y
APEX.IG.SEL_ACTIONS,Дії з позначеними рядками,Y
APEX.IG.SEL_MODE_CELL,Виділяти клітинки,Y
APEX.IG.SEL_MODE_ROW,Виділяти рядки,Y
APEX.IG.SEND_AS_EMAIL,Надіслати електронною поштою,Y
APEX.IG.SERIES_COLUMN,Ряди даних,Y
APEX.IG.SHOW,Показати,Y
APEX.IG.SHOW_OVERALL_VALUE,Показувати загальні підсумки,Y
APEX.IG.SINGLE_ROW_VIEW,Відображати по рядках,Y
APEX.IG.SORT,Сортування,Y
APEX.IG.SORT_BY,Сортувати за,Y
APEX.IG.SORT_ONLY_ONE_PER_COLUMN,Для стовпця можна встановити лише один напрямок сортування.,Y
APEX.IG.SRV_CHANGE_MENU,Дії з рядками,Y
APEX.IG.STACK,Накопичення,Y
APEX.IG.STARTS_WITH,починається з,Y
APEX.IG.STOCK,Біржова,Y
APEX.IG.STRETCH_COLUMNS,Розтягнути стовпці по ширині,Y
APEX.IG.SUBSCRIPTION,Підписатися,Y
APEX.IG.SUM,Сума,Y
APEX.IG.SUMMARY,"Інтерактивна Таблиця: звіт %0, вигляд %1.",Y
APEX.IG.SUM_OVERALL,Загальна сума,Y
APEX.IG.TARGET_COLUMN,Мета,Y
APEX.IG.TEXT_COLOR,Колір тексту,Y
APEX.IG.TOGGLE,Увімкнути / вимкнути,Y
APEX.IG.TOOLTIP,Підказка,Y
APEX.IG.TYPE,Тип,Y
APEX.IG.UNFREEZE,Відкріпити,Y
APEX.IG.UNIT,Одиниця,Y
APEX.IG.UNSAVED_CHANGES_CONTINUE_CONFIRM,"Є незбережені зміни. Ви впевнені, що хочете продовжити?",Y
APEX.IG.VALUE,Значення,Y
APEX.IG.VALUE_COLUMN,Значення,Y
APEX.IG.VALUE_REQUIRED,Потрібно вказати значення.,Y
APEX.IG.VALUE_TIMESTAMP_TZ,Значення (часовий пояс не може бути змінений),Y
APEX.IG.VARCHAR2,Текст,Y
APEX.IG.VERTICAL,Вертикально,Y
APEX.IG.VIEW,Вигляд,Y
APEX.IG.VIEW_MODE_DESCRIPTION,"Таблиця в режимі перегляду, натисніть для редагування",Y
APEX.IG.VISIBLE,Відображувані,Y
APEX.IG.VOLUME_COLUMN,Обсяг,Y
APEX.IG.WEEKS,тижнів,Y
APEX.IG.WIDTH,Мінімальна ширина стовпця (у пікселях),Y
APEX.IG.X.BETWEEN.Y.AND.Z,%0 між %1 та %2,Y
APEX.IG.X.CONTAINS.Y,%0 містить %1,Y
APEX.IG.X.DOES_NOT_CONTAIN.Y,%0 не містить %1,Y
APEX.IG.X.DOES_NOT_START_WITH.Y,%0 не починається з %1,Y
APEX.IG.X.EQUALS.Y,%0 дорівнює %1,Y
APEX.IG.X.GREATER_THAN.Y,%0 більше ніж %1,Y
APEX.IG.X.GREATER_THAN_OR_EQUALS.Y,%0 більше ніж або дорівнює %1,Y
APEX.IG.X.IN.Y,%0 в %1,Y
APEX.IG.X.IN_THE_LAST.Y.DAYS,%0 за минулі %1 дн(-і/-ів),Y
APEX.IG.X.IN_THE_LAST.Y.HOURS,%0 за минулі %1 годин(-и),Y
APEX.IG.X.IN_THE_LAST.Y.MINUTES,%0 за минулі %1 хвилин(-и),Y
APEX.IG.X.IN_THE_LAST.Y.MONTHS,%0 за минулі %1 місяц(-і/-ів),Y
APEX.IG.X.IN_THE_LAST.Y.WEEKS,%0 за минулі %1 тижн(-і/-ів),Y
APEX.IG.X.IN_THE_LAST.Y.YEARS,%0 за минулі %1 рок(-и/-ів),Y
APEX.IG.X.IN_THE_LAST_DAY,%0 за минулий день,Y
APEX.IG.X.IN_THE_LAST_HOUR,%0 за минулу годину,Y
APEX.IG.X.IN_THE_LAST_MINUTE,%0 за минулу хвилину,Y
APEX.IG.X.IN_THE_LAST_MONTH,%0 за минулий місяць,Y
APEX.IG.X.IN_THE_LAST_WEEK,%0 за минулий тиждень,Y
APEX.IG.X.IN_THE_LAST_YEAR,%0 за минулий рік,Y
APEX.IG.X.IN_THE_NEXT.Y.DAYS,%0 за наступні %1 дн(-і/-ів),Y
APEX.IG.X.IN_THE_NEXT.Y.HOURS,%0 за наступні %1 годин(-и),Y
APEX.IG.X.IN_THE_NEXT.Y.MINUTES,%0 за наступні %1 хвилин(-и),Y
APEX.IG.X.IN_THE_NEXT.Y.MONTHS,%0 за наступні %1 місяц(-і/-ів),Y
APEX.IG.X.IN_THE_NEXT.Y.WEEKS,%0 за наступні %1 тижн(-і/-ів),Y
APEX.IG.X.IN_THE_NEXT.Y.YEARS,%0 за наступні %1 рок(-и/-ів),Y
APEX.IG.X.IN_THE_NEXT_DAY,%0 за наступний день,Y
APEX.IG.X.IN_THE_NEXT_HOUR,%0 за наступну годину,Y
APEX.IG.X.IN_THE_NEXT_MINUTE,%0 за наступну хвилину,Y
APEX.IG.X.IN_THE_NEXT_MONTH,%0 за наступний місяць,Y
APEX.IG.X.IN_THE_NEXT_WEEK,%0 за наступний тиждень,Y
APEX.IG.X.IN_THE_NEXT_YEAR,%0 за наступний рік,Y
APEX.IG.X.IS_NOT_NULL,%0 не пустий,Y
APEX.IG.X.IS_NULL,%0 пустий,Y
APEX.IG.X.LESS_THAN.Y,%0 менше ніж %1,Y
APEX.IG.X.LESS_THAN_OR_EQUALS.Y,%0 менше ніж або дорівнює %1,Y
APEX.IG.X.LIKE.Y,%0 схоже на %1,Y
APEX.IG.X.MATCHES_REGULAR_EXPRESSION.Y,%0 відповідає регулярному виразу %1,Y
APEX.IG.X.MINUTES_AGO,%0 хвилин(-и) тому,Y
APEX.IG.X.NOT_BETWEEN.Y.AND.Z,%0 не між %1 та %2,Y
APEX.IG.X.NOT_EQUALS.Y,%0 не дорівнює %1,Y
APEX.IG.X.NOT_IN.Y,%0 не в %1,Y
APEX.IG.X.NOT_IN_THE_LAST.Y.DAYS,%0 не за минулі %1 дн(-і/-ів),Y
APEX.IG.X.NOT_IN_THE_LAST.Y.HOURS,%0 не за минулі %1 годин(-и),Y
APEX.IG.X.NOT_IN_THE_LAST.Y.MINUTES,%0 не за минулі %1 хвилин(-и),Y
APEX.IG.X.NOT_IN_THE_LAST.Y.MONTHS,%0 не за минулі %1 місяц(-і/-ів),Y
APEX.IG.X.NOT_IN_THE_LAST.Y.WEEKS,%0 не за минулі %1 тижн(-і/-ів),Y
APEX.IG.X.NOT_IN_THE_LAST.Y.YEARS,%0 не за минулі %1 рок(-и/-ів),Y
APEX.IG.X.NOT_IN_THE_LAST_DAY,%0 не за минулий день,Y
APEX.IG.X.NOT_IN_THE_LAST_HOUR,%0 не за минулу годину,Y
APEX.IG.X.NOT_IN_THE_LAST_MINUTE,%0 не за минулу хвилину,Y
APEX.IG.X.NOT_IN_THE_LAST_MONTH,%0 не за минулий місяць,Y
APEX.IG.X.NOT_IN_THE_LAST_WEEK,%0 не за минулий тиждень,Y
APEX.IG.X.NOT_IN_THE_LAST_YEAR,%0 не за минулий рік,Y
APEX.IG.X.NOT_IN_THE_NEXT.Y.DAYS,%0 не за наступні %1 дн(-і/-ів),Y
APEX.IG.X.NOT_IN_THE_NEXT.Y.HOURS,%0 не за наступні %1 годин(-и),Y
APEX.IG.X.NOT_IN_THE_NEXT.Y.MINUTES,%0 не за наступні %1 хвилин(-и),Y
APEX.IG.X.NOT_IN_THE_NEXT.Y.MONTHS,%0 не за наступні %1 місяц(-і/-ів),Y
APEX.IG.X.NOT_IN_THE_NEXT.Y.WEEKS,%0 не за наступні %1 тижн(-і/-ів),Y
APEX.IG.X.NOT_IN_THE_NEXT.Y.YEARS,%0 не за наступні %1 рок(-и/-ів),Y
APEX.IG.X.NOT_IN_THE_NEXT_DAY,%0 не за наступний день,Y
APEX.IG.X.NOT_IN_THE_NEXT_HOUR,%0 не за наступну годину,Y
APEX.IG.X.NOT_IN_THE_NEXT_MINUTE,%0 не за наступну хвилину,Y
APEX.IG.X.NOT_IN_THE_NEXT_MONTH,%0 не за наступний місяць,Y
APEX.IG.X.NOT_IN_THE_NEXT_WEEK,%0 не за наступний тиждень,Y
APEX.IG.X.NOT_IN_THE_NEXT_YEAR,%0 не за наступний рік,Y
APEX.IG.X.NOT_LIKE.Y,%0 не схоже на %1,Y
APEX.IG.X.STARTS_WITH.Y,%0 починається з %1,Y
APEX.IG.X_COLUMN,X,Y
APEX.IG.YEARS,років,Y
APEX.IG.Y_COLUMN,Y,Y
APEX.IG.Z_COLUMN,Z,Y
APEX.IG_FORMAT_SAMPLE_1,"Понеділок, 12 січня, 2016",Y
APEX.IG_FORMAT_SAMPLE_2,Січень,Y
APEX.IG_FORMAT_SAMPLE_3,16 годин тому,Y
APEX.IG_FORMAT_SAMPLE_4,за 16г.,Y
APEX.ITEM.CROPPER.APPLY,Застосувати,Y
APEX.ITEM.CROPPER.HELP.TEXT,"<p>Перетягніть значок та змінюючи масштаб розташуйте його у межах рамки.</p><p>При наведенні курсору на піктограму обтинання стають доступними такі комбінації клавіш:</p><ul> <li>Стрілка вліво: переміщення зображення вліво*</li> <li>Стрілка вгору: переміщення зображення вгору*</li> <li>Стрілка вправо: переміщення зображення вправо*</li> <li>Стрілка вниз: переміщення зображення вниз*</li> <li>I: Збільшити</li> <li>O: Зменшити</li> <li>L: Повернути вліво</li> <li>R: Повернути вправо</li></ul><p class=""margin-top-md""><em>*Утримуйте Shift, щоб прискорити переміщення</em></p>",Y
APEX.ITEM.CROPPER.HELP.TITLE,Довідка про обтинання зображення,Y
APEX.ITEM.CROPPER.RESET,Відновити,Y
APEX.ITEM.CROPPER.TITLE,Обтинання,Y
APEX.ITEM.CROPPER.ZOOM_SLIDER_LABEL,"Щоб змінити масштаб, перемістіть повзунок",Y
APEX.ITEM.FILE.ACCEPTED_TYPES,Неприйнятний тип файлу. Підтримуються формати %0.,Y
APEX.ITEM.FILE.BROWSE,Огляд,Y
APEX.ITEM.FILE.CHOOSE_FILE,Виберіть файл,Y
APEX.ITEM.FILE.CHOOSE_FILES,Виберіть файли,Y
APEX.ITEM.FILE.DROP_FILE,Перетягніть файл,Y
APEX.ITEM.FILE.DROP_FILES,Перетягніть файли,Y
APEX.ITEM.FILE.DROP_OR_CHOOSE_FILE,Виберіть або перетягніть сюди файл.,Y
APEX.ITEM.FILE.DROP_OR_CHOOSE_FILES,Виберіть або перетягніть сюди файли.,Y
APEX.ITEM.FILE.DROP_OR_SELECT_FILE,Виберіть або перетягніть сюди файл.,Y
APEX.ITEM.FILE.DROP_OR_SELECT_FILES,Виберіть або перетягніть сюди файли.,Y
APEX.ITEM.FILE.FILES_WITH_COUNT,%0 файлів,Y
APEX.ITEM.FILE.MAX_FILE_SIZE,Файл завеликий. Максимальний розмір файлу: %0.,Y
APEX.ITEM.FILE.REMOVE,Видалити,Y
APEX.ITEM.GEOCODE.ADDRESS_REQUIRED,Потрібно вказати адресу.,Y
APEX.ITEM.GEOCODE.COLUMN_CITY,Місто,Y
APEX.ITEM.GEOCODE.COLUMN_COUNTRY,Код країни,Y
APEX.ITEM.GEOCODE.COLUMN_HOUSENUMBER,Номер будинку,Y
APEX.ITEM.GEOCODE.COLUMN_LATITUDE,Широта,Y
APEX.ITEM.GEOCODE.COLUMN_LONGITUDE,Довгота,Y
APEX.ITEM.GEOCODE.COLUMN_MAPLINK,Показати на мапі,Y
APEX.ITEM.GEOCODE.COLUMN_MATCHSCORE,Оцінка,Y
APEX.ITEM.GEOCODE.COLUMN_POSTALCODE,Поштовий індекс,Y
APEX.ITEM.GEOCODE.COLUMN_STATE,Штат,Y
APEX.ITEM.GEOCODE.COLUMN_STREET,Вулиця,Y
APEX.ITEM.GEOCODE.DIALOG_TITLE,Результати геокодування,Y
APEX.ITEM.GEOCODE.GEOCODING_DONE,Із геокодуванням,Y
APEX.ITEM.GEOCODE.GEOCODING_OPEN,Без геокодування,Y
APEX.ITEM.GEOCODE.MAP_DIALOG_TITLE,Карта,Y
APEX.ITEM.GEOCODE.NO_DATA_FOUND,Адрес не знайдено.,Y
APEX.ITEM.GEOCODE.REQUIRED,Потрібно вказати %0.,Y
APEX.ITEM.GEOCODE.REQUIRED_MULTIPLE,Потрібно вказати %0 або %1.,Y
APEX.ITEM.HELP_TEXT,Довідка для %0.,Y
APEX.ITEM.IMAGE_UPLOAD.CHOOSE_FILE,Виберіть зображення,Y
APEX.ITEM.IMAGE_UPLOAD.CHOOSE_FILES,Виберіть зображення,Y
APEX.ITEM.IMAGE_UPLOAD.DOWNLOAD_LINK_TEXT,Завантажити,Y
APEX.ITEM.IMAGE_UPLOAD.DROP_FILE,Перетягніть файл,Y
APEX.ITEM.IMAGE_UPLOAD.DROP_FILES,Перетягніть зображення,Y
APEX.ITEM.IMAGE_UPLOAD.DROP_OR_CHOOSE_FILE,Виберіть або перетягніть сюди зображення.,Y
APEX.ITEM.IMAGE_UPLOAD.DROP_OR_CHOOSE_FILES,Виберіть або перетягніть сюди зображення.,Y
APEX.ITEM.IMAGE_UPLOAD.DROP_OR_SELECT_FILE,Виберіть або перетягніть сюди зображення.,Y
APEX.ITEM.IMAGE_UPLOAD.DROP_OR_SELECT_FILES,Виберіть або перетягніть сюди зображення.,Y
APEX.ITEM_TYPE.CHECKBOX.CHECKED,Прапорець встановлено,Y
APEX.ITEM_TYPE.CHECKBOX.READONLY_CHECKBOX,"Прапорець, що доступний тільки на читання",Y
APEX.ITEM_TYPE.CHECKBOX.UNCHECKED,Прапорець знято,Y
APEX.ITEM_TYPE.SELECT_LIST.EMPTY_READONLY_COMBOBOX,"Пусте поле зі списком, що доступне тільки на читання",Y
APEX.ITEM_TYPE.SELECT_LIST.EMPTY_READONLY_LISTBOX,"Пустий список, що доступний тільки на читання",Y
APEX.ITEM_TYPE.SELECT_LIST.READONLY_COMBOBOX,"Поле зі списком, що доступне тільки на читання",Y
APEX.ITEM_TYPE.SELECT_LIST.READONLY_LISTBOX,"Список, що доступний тільки на читання",Y
